Gene	sgRNA	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|beta	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|z	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|p-value	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|fdr	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|wald-p-value	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|wald-fdr	KBM7|beta	KBM7|z	KBM7|p-value	KBM7|fdr	KBM7|wald-p-value	KBM7|wald-fdr
C16orf80	10	-0.81205	-3.3125	0	0	0.00092477	0.048902	-1.2137	-4.9179	0	0	8.746e-07	4.8589e-05
C16orf86	10	0.14284	1.2715	0.271	0.76901	0.20354	0.6681	0.14237	1.2889	0.281	0.66047	0.19745	0.46528
C16orf87	10	0.092546	1.077	0.463	0.91211	0.28148	0.73578	0.016925	0.20515	0.827	0.97066	0.83746	0.92536
C16orf89	10	-0.0609	-0.59591	0.739	0.95367	0.55123	0.88632	-0.08824	-0.82286	0.7	0.91503	0.41059	0.67683
C16orf91	10	0.03282	0.16628	0.741	0.95367	0.86793	0.96437	0.33407	1.8712	0.014	0.14141	0.061323	0.26896
C16orf92	10	-0.21952	-2.041	0.159	0.664	0.041247	0.36747	-0.27575	-2.5161	0.143	0.48805	0.011865	0.10055
C16orf93	10	-0.24699	-2.2031	0.121	0.59809	0.027586	0.31677	-0.19795	-1.7373	0.305	0.67699	0.082334	0.30129
C16orf95	10	0.0025264	0.48803	0.662	0.94312	0.62553	0.91164	0.13989	1.466	0.284	0.66047	0.14264	0.3908
C16orf96	10	0.11137	1.102	0.385	0.86696	0.27048	0.72436	0.11834	1.2038	0.365	0.7185	0.22867	0.49711
C16orf97	10	-0.076864	-0.92227	0.686	0.94312	0.35639	0.78202	-0.029114	-0.34943	0.945	0.98131	0.72676	0.86085
C17orf103	10	-0.11526	-1.0524	0.489	0.92264	0.29263	0.74339	-0.018832	-0.16456	0.989	0.99198	0.86929	0.95317
C17orf104	10	-0.19998	-1.8555	0.202	0.72143	0.063528	0.42872	-0.19864	-1.8005	0.302	0.67411	0.071777	0.28703
C17orf107	10	-0.23068	-1.9192	0.24	0.74184	0.054954	0.42119	-0.027239	-0.2815	0.95	0.98344	0.77833	0.88746
C17orf47	10	-0.13276	-1.3611	0.413	0.88679	0.17349	0.63466	-0.03729	-0.36981	0.905	0.97522	0.71153	0.85417
C17orf49	10	-0.064838	-0.14927	0.999	0.999	0.88134	0.96957	-0.034308	-0.25647	0.918	0.97556	0.79759	0.89677
C17orf50	10	-0.18409	-1.7132	0.231	0.74184	0.086679	0.47366	-0.33362	-3.019	0.077	0.39691	0.0025365	0.03382
C17orf51	10	0.050495	0.32152	0.668	0.94312	0.74782	0.93427	-0.27743	-1.9672	0.14	0.48443	0.049155	0.24171
C17orf53	10	-0.095541	-1.0359	0.577	0.94312	0.30027	0.74466	-0.067872	-0.70016	0.778	0.9511	0.48383	0.73086
C17orf58	10	-0.46801	-3.4663	0.006	0.1875	0.00052773	0.037695	-0.18051	-1.3258	0.354	0.70577	0.18491	0.451
C17orf59	10	0.032325	0.84169	0.507	0.94238	0.39996	0.80503	0.0077686	0.083037	0.873	0.97408	0.93382	0.97988
C17orf62	10	-0.11044	-0.86786	0.515	0.94312	0.38547	0.80503	-0.040652	-0.30704	0.898	0.97408	0.75881	0.87522
C17orf64	10	0.062388	0.61697	0.605	0.94312	0.53725	0.88074	0.11331	1.2084	0.383	0.73092	0.22689	0.49711
C17orf66	10	-0.0040959	-0.061732	0.923	0.9667	0.95078	0.98991	-0.26256	-1.7392	0.162	0.52597	0.081998	0.30129
C17orf67	10	-0.099625	-0.85711	0.556	0.94312	0.39138	0.80503	0.080376	0.66194	0.521	0.82698	0.50801	0.74594
C17orf70	10	-0.36081	-2.4327	0.03	0.38095	0.014987	0.25612	-0.54632	-3.6359	0.009	0.11538	0.00027698	0.0057704
C17orf72	10	0.015033	0.061071	0.847	0.9661	0.9513	0.98991	0.29793	1.734	0.032	0.23704	0.082927	0.30155
C17orf74	10	-0.16031	-1.2439	0.513	0.94312	0.21354	0.68007	-0.0087619	-0.094409	0.959	0.98463	0.92478	0.97603
C17orf75	10	-0.052779	-0.39421	0.772	0.9661	0.69342	0.92151	-0.11764	-0.79985	0.572	0.85141	0.4238	0.68298
C17orf80	10	0.20605	1.3547	0.122	0.59809	0.17551	0.6377	0.27122	1.8245	0.058	0.34524	0.068075	0.27953
C17orf82	10	-0.19098	-0.93229	0.219	0.73667	0.35119	0.78165	-0.40541	-1.9305	0.039	0.26712	0.053549	0.24907
C17orf85	10	-0.022053	0.143	0.784	0.9661	0.88629	0.97089	-0.17863	-1.1195	0.355	0.70577	0.26293	0.5388
C17orf89	10	-0.18035	-1.2821	0.244	0.74184	0.1998	0.66491	-0.33129	-2.2972	0.081	0.405	0.021605	0.15432
C17orf96	10	-0.28408	-2.2107	0.077	0.54545	0.027059	0.31677	-0.282	-2.1551	0.134	0.48443	0.031155	0.19177
C17orf97	10	0.046284	0.65017	0.454	0.91182	0.51558	0.87361	0.21425	1.529	0.12	0.47809	0.12625	0.37817
C18orf21	10	-0.14033	-0.9486	0.29	0.7967	0.34283	0.77975	-0.21876	-1.2214	0.254	0.64796	0.22195	0.49318
C18orf25	10	0.10305	0.59059	0.529	0.94312	0.55479	0.88653	-0.051423	-0.41356	0.85	0.97408	0.6792	0.83625
C18orf54	10	0.28151	1.4553	0.062	0.48438	0.1456	0.5813	0.06021	0.34778	0.602	0.87373	0.72801	0.86085
C18orf56	10	0.1647	1.102	0.296	0.79784	0.27048	0.72436	0.024125	0.1968	0.785	0.95157	0.84399	0.9295
C18orf8	10	0.010493	-0.21387	0.991	0.99299	0.83065	0.95477	0.10904	1.2201	0.402	0.74307	0.22243	0.49318
C19orf10	10	0.018109	0.14564	0.83	0.9661	0.8842	0.97089	-0.044062	-0.46826	0.881	0.97408	0.6396	0.81446
C19orf12	10	-0.026638	-0.20198	0.944	0.97336	0.83994	0.95525	-0.094237	-0.65525	0.676	0.90584	0.5123	0.74661
C19orf18	10	0.13781	0.80808	0.31	0.81794	0.41905	0.80897	0.1209	0.75208	0.355	0.70577	0.452	0.70626
C19orf21	10	-0.053504	-0.57628	0.773	0.9661	0.56443	0.89024	0.0027612	0.027485	0.898	0.97408	0.97807	0.99374
C19orf24	10	-0.074695	-0.68732	0.673	0.94312	0.49188	0.86138	0.036814	0.3201	0.712	0.92348	0.74889	0.86961
C19orf25	10	-0.13978	-0.97742	0.385	0.86696	0.32836	0.7708	-0.37557	-2.5459	0.053	0.32317	0.010901	0.094793
C19orf26	10	-0.16757	-1.4659	0.278	0.77562	0.14267	0.5813	-0.066346	-0.56577	0.786	0.95157	0.57155	0.77868
C19orf33	10	-0.013729	-0.0975	0.972	0.98281	0.92233	0.98293	0.2474	1.4086	0.086	0.41546	0.15894	0.41613
C19orf35	10	0.070232	0.45403	0.567	0.94312	0.64981	0.91164	0.083781	0.57802	0.507	0.81511	0.56325	0.77052
C19orf38	10	-0.056273	-0.6018	0.761	0.96451	0.54731	0.88632	-0.06352	-0.63007	0.797	0.95449	0.52865	0.75413
C19orf40	10	-0.059411	-0.43837	0.755	0.96183	0.66112	0.92096	-0.4204	-2.979	0.034	0.24648	0.0028916	0.036602
C19orf43	10	-0.13718	-1.1663	0.396	0.86842	0.24349	0.69688	-0.1969	-1.6224	0.309	0.67912	0.10471	0.33724
C19orf44	10	0.046752	0.33084	0.684	0.94312	0.74076	0.93413	0.098945	0.77348	0.445	0.77739	0.43924	0.695
C19orf45	10	-0.27291	-3.1192	0.092	0.55689	0.0018133	0.064538	-0.052865	-0.59476	0.843	0.97344	0.55201	0.76561
C19orf47	10	-0.0963	-0.70419	0.582	0.94312	0.48132	0.86103	0.066819	0.47197	0.568	0.8503	0.63695	0.81385
C19orf48	10	0.077277	0.50522	0.539	0.94312	0.6134	0.90762	0.12801	0.90424	0.322	0.69165	0.36587	0.63602
C19orf52	10	-0.29447	-1.7597	0.064	0.48855	0.078463	0.46155	-0.55326	-3.2567	0.009	0.11538	0.0011271	0.017611
C19orf53	10	-0.10472	-0.76087	0.534	0.94312	0.44673	0.82932	-0.28574	-1.9916	0.13	0.48443	0.04641	0.238
C19orf54	10	-0.32129	-1.9345	0.049	0.47009	0.053048	0.41276	-0.3434	-2.0465	0.073	0.39691	0.040708	0.21769
C19orf55	10	0.037754	0.28467	0.713	0.94312	0.7759	0.93689	0.12287	1.0199	0.342	0.70143	0.30777	0.5829
C19orf57	10	0.12391	1.008	0.35	0.85158	0.31348	0.7578	0.14538	1.2273	0.271	0.65617	0.21971	0.49267
C19orf59	10	-0.25524	-1.9977	0.109	0.59783	0.045744	0.39098	-0.1893	-1.4575	0.338	0.70143	0.14497	0.39609
C19orf60	10	-0.31334	-2.9972	0.053	0.47009	0.0027246	0.087891	-0.079307	-0.74956	0.735	0.93274	0.45352	0.70642
C19orf66	10	-0.21964	-1.8767	0.158	0.664	0.060562	0.42872	-0.096274	-0.807	0.663	0.89892	0.41966	0.68022
C19orf67	10	0.16275	1.0405	0.209	0.73333	0.2981	0.74339	0.27488	1.7611	0.052	0.32099	0.078227	0.29631
C19orf70	10	-0.42685	-2.8335	0.012	0.26087	0.0046036	0.11804	-0.9038	-5.9227	0	0	3.1679e-09	5.2798e-07
C19orf71	10	-0.14253	-1.2295	0.376	0.86636	0.21889	0.68454	-0.2214	-1.8527	0.249	0.64508	0.06393	0.27308
C19orf77	10	-0.050598	-0.52717	0.789	0.9661	0.59807	0.90515	-0.020875	-0.20016	0.979	0.99089	0.84136	0.92763
C19orf80	10	-0.103	-0.84796	0.542	0.94312	0.39646	0.80503	-0.10412	-0.82207	0.629	0.8922	0.41104	0.67683
C19orf81	10	0.12062	1.0825	0.361	0.85748	0.27901	0.73423	0.2058	1.9395	0.132	0.48443	0.052443	0.24621
C1QBP	10	-0.066569	-0.081866	0.985	0.98796	0.93475	0.98707	-0.48902	-1.8333	0.019	0.17431	0.06676	0.27933
C1orf100	10	-0.12544	-0.93593	0.442	0.90574	0.34931	0.77975	0.11133	0.80565	0.396	0.74164	0.42045	0.68022
C1orf101	10	0.11476	0.83866	0.376	0.86636	0.40166	0.80503	0.075972	0.57494	0.535	0.83204	0.56533	0.77232
C1orf105	10	-0.06325	-0.4663	0.709	0.94312	0.641	0.91164	0.095761	0.63553	0.456	0.78485	0.52508	0.75371
C1orf106	10	-0.095411	-0.76069	0.585	0.94312	0.44684	0.82932	-0.19919	-1.5304	0.301	0.67411	0.12591	0.37817
C1orf109	10	-1.7959	-6.7186	0	0	1.8353e-11	1.8353e-08	-2.0015	-7.4547	0	0	9.0078e-14	4.5039e-11
C1orf111	10	-0.13912	-1.313	0.39	0.86696	0.18917	0.65248	0.29831	2.7396	0.032	0.23704	0.0061523	0.065619
C1orf112	10	-0.064534	-0.46339	0.721	0.94744	0.64309	0.91164	-0.17784	-1.2233	0.358	0.70611	0.22121	0.49268
C1orf115	10	-0.15303	-1.4131	0.328	0.84319	0.15761	0.59703	0.11014	0.99302	0.397	0.74164	0.3207	0.59623
C1orf116	10	0.26136	1.5348	0.055	0.47009	0.12483	0.54677	0.33976	2.0256	0.013	0.13402	0.042802	0.22293
C1orf122	10	0.14143	0.83582	0.283	0.78177	0.40326	0.80503	0.33488	2.0376	0.014	0.14141	0.041586	0.22003
C1orf123	10	-0.27523	-2.1557	0.09	0.55689	0.031109	0.33529	-0.069777	-0.54105	0.772	0.95074	0.58847	0.79029
C1orf127	10	-0.35956	-2.3841	0.03	0.38095	0.017122	0.26269	-0.4764	-3.127	0.02	0.18018	0.0017662	0.024194
C1orf131	10	-0.012323	-0.11935	0.967	0.98077	0.905	0.97669	-0.015484	-0.11496	0.987	0.99198	0.90848	0.97129
C1orf141	10	-0.034306	-0.3336	0.896	0.9661	0.73869	0.93269	0.16055	1.4044	0.231	0.62032	0.16021	0.41613
C1orf158	10	0.15848	1.17	0.227	0.74184	0.242	0.6954	-0.1168	-0.88249	0.574	0.85163	0.37751	0.64423
C1orf159	10	0.24176	1.891	0.072	0.53333	0.058621	0.42872	0.18161	1.4423	0.18	0.55728	0.14921	0.40491
C1orf162	10	-0.11945	-0.87118	0.464	0.91211	0.38366	0.80503	0.070928	0.49339	0.556	0.84627	0.62173	0.80437
C1orf168	10	0.022451	0.19099	0.808	0.9661	0.84853	0.95555	0.11546	1.1854	0.378	0.72832	0.23585	0.50827
C1orf172	10	0.095508	0.8369	0.452	0.91182	0.40265	0.80503	-0.039311	-0.35873	0.9	0.97408	0.71979	0.85894
C1orf173	10	-0.0052233	-0.085083	0.923	0.9667	0.9322	0.98541	-0.034343	-0.33875	0.918	0.97556	0.7348	0.86651
C1orf174	10	0.2362	2.0225	0.083	0.55689	0.04313	0.37504	0.20388	1.7733	0.136	0.48443	0.076176	0.29288
C1orf177	10	-0.25826	-2.4228	0.107	0.59777	0.0154	0.25612	-0.20638	-1.9088	0.284	0.66047	0.056289	0.25755
C1orf185	10	-0.051531	-0.3644	0.789	0.9661	0.71556	0.92151	0.15394	1.0215	0.252	0.64615	0.30701	0.5829
C1orf186	10	0.021594	0.13539	0.81	0.9661	0.8923	0.97331	-0.17239	-1.2961	0.371	0.72039	0.19495	0.46373
C1orf189	10	0.15594	0.84184	0.238	0.74184	0.39988	0.80503	-0.21032	-1.1693	0.276	0.66047	0.24229	0.51539
C1orf192	10	-0.040439	-0.36644	0.855	0.9661	0.71404	0.92151	-0.081069	-0.67014	0.728	0.92875	0.50277	0.74425
C1orf198	10	-0.042373	-0.42992	0.843	0.9661	0.66725	0.92151	0.18031	1.6813	0.186	0.56627	0.092705	0.31653
C1orf210	10	-0.061996	-0.78368	0.733	0.95367	0.43323	0.82049	0.03205	0.38382	0.741	0.93679	0.70111	0.84573
C1orf216	10	0.056488	0.54728	0.633	0.94312	0.58419	0.89599	0.048808	0.50849	0.654	0.89892	0.61111	0.80021
C1orf21	10	-0.068354	-0.72409	0.7	0.94312	0.46901	0.85287	0.0096536	0.096551	0.862	0.97408	0.92308	0.97603
C1orf226	10	-0.043306	-0.35132	0.837	0.9661	0.72535	0.9258	0.18958	1.4118	0.16	0.52117	0.15802	0.41613
C1orf227	10	0.048387	0.4138	0.67	0.94312	0.67902	0.92151	0.18539	1.7193	0.169	0.53312	0.085551	0.30554
C1orf228	10	0.1192	0.91124	0.359	0.85476	0.36217	0.79076	0.20516	1.6154	0.134	0.48443	0.10623	0.33724
C1orf233	10	-0.39117	-3.9617	0.021	0.33333	7.4419e-05	0.018605	-0.10009	-1.005	0.646	0.89488	0.31489	0.59182
C1orf27	10	0.05233	0.27963	0.654	0.94312	0.77976	0.93689	-0.31527	-1.8216	0.094	0.43119	0.068511	0.27964
C1orf35	10	-0.062187	-0.51019	0.731	0.95367	0.60992	0.90762	-0.09927	-0.76859	0.648	0.89503	0.44213	0.69847
C1orf43	10	-0.16355	-1.0417	0.293	0.79784	0.29755	0.74339	-0.011985	-0.074215	0.97	0.98778	0.94084	0.98311
C1orf50	10	0.12812	0.88284	0.33	0.84439	0.37732	0.80458	0.26113	1.851	0.07	0.39548	0.064173	0.27308
C1orf51	10	-0.10914	-0.86207	0.515	0.94312	0.38865	0.80503	-0.12838	-0.96213	0.536	0.8323	0.33598	0.61199
C1orf52	10	0.14063	0.81644	0.285	0.78512	0.41425	0.80503	-0.04678	-0.2782	0.867	0.97408	0.78086	0.88835
C1orf53	10	0.10358	1.1037	0.432	0.90188	0.26971	0.72436	0.053301	0.6167	0.635	0.89437	0.53743	0.75694
C1orf54	10	0.045594	0.3144	0.698	0.94312	0.75322	0.93427	-0.12175	-0.96437	0.556	0.84627	0.33486	0.61106
C1orf56	10	-0.0093055	-0.10524	0.965	0.98077	0.91618	0.97987	-0.0706	-0.48852	0.77	0.95074	0.62518	0.80741
C1orf61	10	-0.050346	-0.23011	0.794	0.9661	0.81801	0.95298	-0.26228	-1.1115	0.165	0.53312	0.26634	0.54045
C1orf63	10	0.030435	0.21188	0.762	0.96456	0.8322	0.95503	0.17388	1.3779	0.195	0.57143	0.16823	0.42807
C1orf64	10	0.13876	0.97561	0.295	0.79784	0.32926	0.77109	0.30208	2.1862	0.031	0.23704	0.028802	0.18582
C1orf74	10	0.065225	0.49764	0.588	0.94312	0.61874	0.90762	0.0085857	0.069332	0.871	0.97408	0.94473	0.98409
C1orf85	10	0.013621	0.11178	0.848	0.9661	0.911	0.97806	0.0076441	0.087827	0.874	0.97408	0.93001	0.97896
C1orf86	10	-0.029013	-0.27641	0.925	0.9667	0.78223	0.93689	-0.20007	-1.6925	0.299	0.67411	0.090552	0.31613
C1orf87	10	0.14276	1.2883	0.28	0.77562	0.19766	0.66328	0.0034508	0.032	0.895	0.97408	0.97447	0.99374
C1orf94	10	0.033843	0.21742	0.741	0.95367	0.82788	0.95318	0.22181	1.6062	0.114	0.47699	0.10823	0.3414
C1orf95	10	-0.21663	-1.6169	0.166	0.664	0.10589	0.4984	0.18388	1.3501	0.17	0.53459	0.17698	0.44691
C20orf111	10	-0.061627	-0.45188	0.733	0.95367	0.65136	0.91164	-0.27317	-1.8907	0.148	0.49664	0.058659	0.26187
C20orf112	10	-0.31461	-2.41	0.053	0.47009	0.015954	0.25733	-0.27346	-2.0715	0.147	0.49662	0.038315	0.20787
C20orf194	10	-0.23406	-1.8545	0.134	0.61468	0.063665	0.42872	-0.1733	-1.3476	0.369	0.7193	0.1778	0.44785
C20orf195	10	0.01873	0.12757	0.836	0.9661	0.89849	0.97662	0.12822	1.326	0.32	0.69114	0.18483	0.451
C20orf196	10	0.16239	1.2707	0.221	0.73667	0.20383	0.6681	-0.023361	-0.18806	0.969	0.98778	0.85083	0.93498
C20orf197	10	-0.064053	-0.78937	0.709	0.94312	0.4299	0.8203	0.085126	0.95454	0.5	0.81169	0.33981	0.61783
C20orf201	10	-0.096607	-0.84862	0.565	0.94312	0.39609	0.80503	0.039631	0.32724	0.697	0.9135	0.74348	0.86923
C20orf24	10	-0.11341	-1.0718	0.507	0.94238	0.28379	0.73711	-0.49563	-4.536	0.015	0.14706	5.7335e-06	0.00021235
C20orf27	10	0.19796	0.81585	0.132	0.61111	0.41459	0.80503	0.27452	1.16	0.052	0.32099	0.24605	0.52019
C20orf78	10	0.19789	1.1848	0.132	0.61111	0.23611	0.6924	0.12125	0.7458	0.353	0.70577	0.45579	0.70819
C20orf85	10	0.13896	1.2017	0.302	0.80319	0.22949	0.68744	0.18532	1.6799	0.169	0.53312	0.092967	0.31653
C20orf96	10	0.15712	1.0626	0.249	0.74184	0.28795	0.74214	0.092416	0.67197	0.47	0.7916	0.5016	0.74425
C21orf2	10	-0.20346	-1.2191	0.191	0.71642	0.22279	0.68454	-0.39607	-2.2888	0.044	0.28947	0.02209	0.15548
C21orf33	10	0.23483	1.3947	0.09	0.55689	0.1631	0.61315	0.11043	0.67744	0.396	0.74164	0.49813	0.74425
C21orf58	10	-0.25488	-1.3867	0.106	0.59551	0.16553	0.61528	-0.098661	-0.52292	0.649	0.89517	0.60103	0.79583
C21orf59	10	-0.74512	-3.1703	0	0	0.0015229	0.058731	-1.4419	-6.0927	0	0	1.1101e-09	2.2201e-07
C21orf91	10	-0.19321	-2.0675	0.218	0.73667	0.038691	0.36747	-0.0033144	-0.034941	0.929	0.97584	0.97213	0.99374
C22orf15	10	0.135	1.0749	0.321	0.82946	0.2824	0.73578	0.19929	1.6854	0.14	0.48443	0.091914	0.31653
C22orf23	10	-0.0082985	-0.11827	0.945	0.97336	0.90585	0.97669	0.25859	2.462	0.075	0.39691	0.013815	0.11324
C22orf26	10	0.050844	0.34079	0.662	0.94312	0.73326	0.92936	-0.19609	-1.4298	0.309	0.67912	0.15278	0.40849
C22orf28	10	-0.179	-1.1723	0.249	0.74184	0.24109	0.6954	-0.43239	-2.7675	0.029	0.23016	0.0056485	0.061397
C22orf29	10	-0.036689	-0.41768	0.843	0.9661	0.67618	0.92151	0.17463	1.5794	0.193	0.56932	0.11424	0.3515
C22orf31	10	0.054511	0.42684	0.646	0.94312	0.6695	0.92151	0.092913	0.78744	0.469	0.7916	0.43103	0.688
C22orf39	10	-0.30997	-2.906	0.053	0.47009	0.003661	0.1046	-0.14724	-1.3413	0.462	0.7916	0.17983	0.44851
C22orf43	10	-0.031826	-0.38368	0.882	0.9661	0.70122	0.92151	-0.038915	-0.37601	0.901	0.97408	0.70691	0.8517
C22orf46	10	-0.28146	-2.2303	0.081	0.55479	0.025728	0.31677	-0.16156	-1.2634	0.413	0.75455	0.20643	0.47919
C2CD2	10	-0.011367	-0.093519	0.959	0.97957	0.92549	0.98293	0.0021621	0.014068	0.898	0.97408	0.98878	0.99374
C2CD4B	10	-0.16261	-1.2059	0.299	0.80161	0.22784	0.68627	0.079938	0.58084	0.523	0.82884	0.56135	0.77005
C2orf15	10	0.086849	0.69784	0.483	0.91825	0.48528	0.86138	0.03166	0.26878	0.744	0.93821	0.7881	0.89253
C2orf40	10	0.22952	1.2897	0.09	0.55689	0.19717	0.66328	0.24625	1.4136	0.086	0.41546	0.15748	0.41613
C2orf42	10	-0.022705	-0.18602	0.965	0.98077	0.85243	0.95653	0.045809	0.3261	0.667	0.89892	0.74435	0.86923
C2orf43	10	0.054736	0.45818	0.639	0.94312	0.64683	0.91164	0.043832	0.39001	0.678	0.90584	0.69653	0.8432
C2orf44	10	0.010889	0.074428	0.857	0.9661	0.94067	0.98873	0.10498	1.021	0.419	0.75632	0.30724	0.5829
C2orf47	10	0.097449	0.58187	0.44	0.90535	0.56065	0.88992	-0.093491	-0.58056	0.68	0.90584	0.56154	0.77005
C2orf48	10	0.10873	0.88756	0.391	0.86696	0.37478	0.80253	0.1049	0.88281	0.419	0.75632	0.37734	0.64423
C2orf49	10	-0.03214	-0.32031	0.903	0.9661	0.74873	0.93427	-0.30794	-2.6807	0.101	0.44493	0.0073473	0.075891
C2orf50	10	0.082408	0.71959	0.504	0.94206	0.47178	0.85396	0.12208	1.11	0.347	0.70528	0.26698	0.54045
C2orf53	10	-0.24581	-2.2951	0.124	0.59809	0.021728	0.28218	-0.181	-1.6686	0.354	0.70577	0.095193	0.31913
C2orf54	10	0.049996	0.43819	0.659	0.94312	0.66125	0.92096	0.046069	0.42641	0.665	0.89892	0.66981	0.83103
C2orf57	10	0.10588	1.1266	0.398	0.8709	0.25992	0.71406	-0.0025378	-0.027695	0.924	0.97571	0.97791	0.99374
C2orf62	10	0.05784	0.41506	0.615	0.94312	0.6781	0.92151	0.12126	0.89965	0.353	0.70577	0.36831	0.63721
C2orf68	10	-0.10183	-0.81241	0.554	0.94312	0.41656	0.80592	-0.38706	-2.9839	0.046	0.29677	0.0028464	0.036602
C2orf69	10	-0.17105	-1.0447	0.268	0.76353	0.29615	0.74339	-0.075619	-0.45263	0.747	0.93962	0.65082	0.81967
C2orf70	10	-0.20124	-1.7566	0.202	0.72143	0.078989	0.46162	-0.1466	-1.2603	0.467	0.7916	0.20758	0.47919
C2orf72	10	-0.036859	-0.31459	0.884	0.9661	0.75307	0.93427	-0.22569	-1.797	0.237	0.62368	0.072332	0.28703
C2orf73	10	0.042031	0.38931	0.699	0.94312	0.69705	0.92151	-0.02719	-0.27456	0.95	0.98344	0.78365	0.89008
C2orf74	10	-0.15693	-1.1852	0.319	0.82642	0.23593	0.6924	-0.04405	-0.32609	0.881	0.97408	0.74436	0.86923
C2orf76	10	0.047929	0.35412	0.67	0.94312	0.72325	0.92561	0.18616	1.4781	0.167	0.53312	0.13938	0.38717
C2orf78	10	0.095778	0.50711	0.451	0.91182	0.61208	0.90762	-0.067608	-0.37115	0.78	0.95122	0.71053	0.854
C2orf80	10	-0.073035	-0.67833	0.687	0.94312	0.49756	0.86232	-0.0077762	-0.069436	0.953	0.98349	0.94464	0.98409
C2orf81	10	-0.14905	-1.1513	0.349	0.85158	0.2496	0.70113	-0.23979	-1.8101	0.205	0.58689	0.070287	0.28373
C2orf82	10	-0.0072476	-0.096562	0.927	0.9667	0.92307	0.98293	0.0076084	0.074257	0.874	0.97408	0.94081	0.98311
C2orf88	10	0.14402	1.0959	0.272	0.76901	0.27314	0.7245	0.05911	0.4619	0.608	0.87734	0.64415	0.81642
C3orf17	10	-1.0315	-3.5768	0	0	0.00034777	0.031615	-1.2812	-4.4245	0	0	9.6683e-06	0.00033339
C3orf18	10	0.066585	0.71607	0.585	0.94312	0.47395	0.85396	0.044124	0.50808	0.675	0.90584	0.61139	0.80021
C3orf20	10	0.0084319	0.036751	0.865	0.9661	0.97068	0.99451	0.15033	1.2964	0.262	0.64951	0.19483	0.46373
C3orf22	10	-0.14937	-1.4481	0.347	0.85158	0.1476	0.5813	-0.084224	-0.79413	0.72	0.92875	0.42712	0.68558
C3orf30	10	-0.045111	-0.4833	0.841	0.9661	0.62888	0.91164	-0.10589	-1.0974	0.624	0.88778	0.27247	0.54824
C3orf33	10	-0.10842	-0.82699	0.525	0.94312	0.40824	0.80503	0.081819	0.60391	0.513	0.81717	0.5459	0.76137
C3orf37	10	0.052941	0.38326	0.663	0.94312	0.70153	0.92151	-0.46784	-3.8647	0.021	0.18421	0.00011124	0.0026487
C3orf38	10	0.050962	0.34329	0.65	0.94312	0.73138	0.92932	-0.021742	-0.15203	0.975	0.98884	0.87916	0.9583
C3orf52	10	0.15371	1.1452	0.236	0.74184	0.25214	0.70234	-0.0028848	-0.021703	0.926	0.97576	0.98269	0.99374
C3orf55	10	0.10171	1.041	0.42	0.88679	0.29787	0.74339	0.26531	2.8195	0.065	0.37143	0.0048095	0.054444
C3orf58	10	0.0074465	0.068977	0.857	0.9661	0.94501	0.98873	-0.15588	-1.4063	0.432	0.77005	0.15965	0.41613
C3orf62	10	-0.11662	-0.69783	0.487	0.92235	0.48528	0.86138	-0.075788	-0.43801	0.746	0.93955	0.66138	0.82524
C3orf67	10	0.037554	0.26204	0.713	0.94312	0.79329	0.94062	0.15138	1.152	0.258	0.64951	0.24932	0.52488
C3orf70	10	0.13592	1.292	0.309	0.81746	0.19635	0.66328	-0.27114	-2.6766	0.15	0.5	0.0074373	0.075891
C3orf72	10	0.091107	0.75948	0.466	0.91211	0.44757	0.82932	0.039832	0.34741	0.696	0.91339	0.72828	0.86085
C3orf80	10	0.044477	0.18672	0.691	0.94312	0.85188	0.95653	0.027508	0.12611	0.764	0.94907	0.89965	0.96736
C4orf17	10	0.14685	0.84504	0.254	0.74487	0.39809	0.80503	0.21362	1.2514	0.122	0.48413	0.21079	0.48347
C4orf19	10	-0.033228	-0.19802	0.896	0.9661	0.84303	0.95525	0.083936	0.43779	0.506	0.81481	0.66154	0.82524
C4orf21	10	0.20735	1.4437	0.118	0.59809	0.14881	0.5813	-0.18307	-1.2899	0.351	0.70577	0.19709	0.46528
C4orf22	10	0.038213	0.11639	0.72	0.94737	0.90734	0.97669	-0.10066	-0.35202	0.643	0.89488	0.72483	0.86084
C4orf27	10	0.12234	1.0591	0.341	0.85037	0.28956	0.74245	-0.015613	-0.13642	0.988	0.99198	0.89149	0.96294
C4orf29	10	-0.089738	-0.65585	0.603	0.94312	0.51192	0.87152	0.069529	0.48746	0.561	0.84743	0.62593	0.80741
C4orf32	10	0.15353	1.0701	0.238	0.74184	0.28458	0.73725	0.13703	0.97105	0.293	0.66743	0.33152	0.60718
C4orf33	10	0.19221	1.2917	0.143	0.62719	0.19646	0.66328	0.084835	0.58177	0.502	0.8123	0.56072	0.77005
C4orf36	10	-0.28325	-2.2719	0.078	0.54545	0.023096	0.29568	-0.12951	-1.0218	0.533	0.83204	0.30688	0.5829
C4orf3	10	-0.12269	-1.0535	0.461	0.91211	0.29209	0.74339	-0.31636	-2.6338	0.093	0.43119	0.0084446	0.081986
