Gene	sgRNA	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|beta	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|z	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|p-value	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|fdr	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|wald-p-value	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE|wald-fdr	KBM7|beta	KBM7|z	KBM7|p-value	KBM7|fdr	KBM7|wald-p-value	KBM7|wald-fdr
C16orf80	10	-0.81573	-3.3125	0	0	0.00092477	0.048902	-1.2137	-4.9179	0	0	8.746e-07	4.8589e-05
C16orf86	10	0.14047	1.2715	0.267	0.7994	0.20354	0.6681	0.14237	1.2889	0.281	0.66746	0.19745	0.46528
C16orf87	10	0.088866	1.077	0.485	0.94358	0.28148	0.73578	0.016925	0.20515	0.813	0.95657	0.83746	0.92536
C16orf89	10	-0.063911	-0.59591	0.733	0.97154	0.55123	0.88632	-0.08824	-0.82286	0.682	0.89619	0.41059	0.67683
C16orf91	10	0.029809	0.16628	0.776	0.97382	0.86793	0.96437	0.33407	1.8712	0.029	0.25893	0.061323	0.26896
C16orf92	10	-0.2237	-2.041	0.181	0.724	0.041247	0.36747	-0.27575	-2.5161	0.156	0.5298	0.011865	0.10055
C16orf93	10	-0.25118	-2.2031	0.136	0.65919	0.027586	0.31677	-0.19795	-1.7373	0.313	0.68913	0.082334	0.30129
C16orf95	10	0.046587	0.48803	0.684	0.9662	0.62553	0.91164	0.13989	1.466	0.289	0.67523	0.14264	0.3908
C16orf96	10	0.10836	1.102	0.402	0.90541	0.27048	0.72436	0.11834	1.2038	0.367	0.72387	0.22867	0.49711
C16orf97	10	-0.076864	-0.92227	0.669	0.9662	0.35639	0.78202	-0.029114	-0.34943	0.952	0.98347	0.72676	0.86085
C17orf103	10	-0.12047	-1.0524	0.476	0.93725	0.29263	0.74339	-0.018832	-0.16456	0.993	0.994	0.86929	0.95317
C17orf104	10	-0.20488	-1.8555	0.229	0.77891	0.063528	0.42872	-0.19864	-1.8005	0.311	0.68913	0.071777	0.28703
C17orf107	10	-0.18582	-1.9192	0.278	0.80508	0.054954	0.42119	-0.027239	-0.2815	0.958	0.98359	0.77833	0.88746
C17orf47	10	-0.13728	-1.3611	0.425	0.92593	0.17349	0.63466	-0.03729	-0.36981	0.907	0.97005	0.71153	0.85417
C17orf49	10	-0.019978	-0.14927	0.955	0.98861	0.88134	0.96957	-0.034308	-0.25647	0.92	0.97252	0.79759	0.89677
C17orf50	10	-0.18931	-1.7132	0.269	0.80299	0.086679	0.47366	-0.33362	-3.019	0.092	0.45455	0.0025365	0.03382
C17orf51	10	0.045279	0.32152	0.691	0.96779	0.74782	0.93427	-0.27743	-1.9672	0.152	0.52055	0.049155	0.24171
C17orf53	10	-0.10044	-1.0359	0.56	0.96422	0.30027	0.74466	-0.067872	-0.70016	0.774	0.94519	0.48383	0.73086
C17orf58	10	-0.47253	-3.4663	0.006	0.15	0.00052773	0.037695	-0.18051	-1.3258	0.36	0.71287	0.18491	0.451
C17orf59	10	0.078751	0.84169	0.524	0.95446	0.39996	0.80503	0.0077686	0.083037	0.849	0.95716	0.93382	0.97988
C17orf62	10	-0.11496	-0.86786	0.496	0.94656	0.38547	0.80503	-0.040652	-0.30704	0.893	0.9675	0.75881	0.87522
C17orf64	10	0.057865	0.61697	0.629	0.9662	0.53725	0.88074	0.11331	1.2084	0.395	0.75382	0.22689	0.49711
C17orf66	10	-0.0093119	-0.061732	0.982	0.99596	0.95078	0.98991	-0.26256	-1.7392	0.17	0.55016	0.081998	0.30129
C17orf67	10	-0.10415	-0.85711	0.549	0.96167	0.39138	0.80503	0.080376	0.66194	0.524	0.82132	0.50801	0.74594
C17orf70	10	-0.36533	-2.4327	0.035	0.38462	0.014987	0.25612	-0.54632	-3.6359	0.005	0.083333	0.00027698	0.0057704
C17orf72	10	0.01051	0.061071	0.889	0.98067	0.9513	0.98991	0.29793	1.734	0.046	0.33094	0.082927	0.30155
C17orf74	10	-0.11545	-1.2439	0.494	0.94636	0.21354	0.68007	-0.0087619	-0.094409	0.952	0.98347	0.92478	0.97603
C17orf75	10	-0.057995	-0.39421	0.764	0.97382	0.69342	0.92151	-0.11764	-0.79985	0.555	0.83837	0.4238	0.68298
C17orf80	10	0.20153	1.3547	0.126	0.64286	0.17551	0.6377	0.27122	1.8245	0.066	0.39521	0.068075	0.27953
C17orf82	10	-0.1955	-0.93229	0.255	0.79448	0.35119	0.78165	-0.40541	-1.9305	0.044	0.33094	0.053549	0.24907
C17orf85	10	0.022807	0.143	0.822	0.97655	0.88629	0.97089	-0.17863	-1.1195	0.364	0.71937	0.26293	0.5388
C17orf89	10	-0.18488	-1.2821	0.282	0.80508	0.1998	0.66491	-0.33129	-2.2972	0.094	0.45455	0.021605	0.15432
C17orf96	10	-0.2893	-2.2107	0.087	0.5503	0.027059	0.31677	-0.282	-2.1551	0.148	0.51034	0.031155	0.19177
C17orf97	10	0.091144	0.65017	0.478	0.93725	0.51558	0.87361	0.21425	1.529	0.118	0.4856	0.12625	0.37817
C18orf21	10	-0.16994	-0.9486	0.315	0.83113	0.34283	0.77975	-0.21876	-1.2214	0.261	0.64925	0.22195	0.49318
C18orf25	10	0.073435	0.59059	0.557	0.96422	0.55479	0.88653	-0.051423	-0.41356	0.846	0.95716	0.6792	0.83625
C18orf54	10	0.2519	1.4553	0.052	0.45217	0.1456	0.5813	0.06021	0.34778	0.602	0.86869	0.72801	0.86085
C18orf56	10	0.13509	1.102	0.285	0.80508	0.27048	0.72436	0.024125	0.1968	0.779	0.94654	0.84399	0.9295
C18orf8	10	-0.019119	-0.21387	0.963	0.99176	0.83065	0.95477	0.10904	1.2201	0.419	0.77007	0.22243	0.49318
C19orf10	10	0.013707	0.14564	0.878	0.98067	0.8842	0.97089	-0.044062	-0.46826	0.874	0.96397	0.6396	0.81446
C19orf12	10	-0.029056	-0.20198	0.906	0.98067	0.83994	0.95525	-0.094237	-0.65525	0.658	0.89037	0.5123	0.74661
C19orf18	10	0.12999	0.80808	0.305	0.82493	0.41905	0.80897	0.1209	0.75208	0.353	0.70741	0.452	0.70626
C19orf21	10	-0.057907	-0.57628	0.765	0.97382	0.56443	0.89024	0.0027612	0.027485	0.879	0.96397	0.97807	0.99374
C19orf24	10	-0.079098	-0.68732	0.661	0.9662	0.49188	0.86138	0.036814	0.3201	0.7	0.90166	0.74889	0.86961
C19orf25	10	-0.14418	-0.97742	0.39	0.88838	0.32836	0.7708	-0.37557	-2.5459	0.06	0.37267	0.010901	0.094793
C19orf26	10	-0.17197	-1.4659	0.311	0.82493	0.14267	0.5813	-0.066346	-0.56577	0.788	0.94826	0.57155	0.77868
C19orf33	10	-0.017183	-0.0975	0.975	0.99596	0.92233	0.98293	0.2474	1.4086	0.091	0.45455	0.15894	0.41613
C19orf35	10	0.065829	0.45403	0.592	0.9662	0.64981	0.91164	0.083781	0.57802	0.518	0.81947	0.56325	0.77052
C19orf38	10	-0.060675	-0.6018	0.749	0.97154	0.54731	0.88632	-0.06352	-0.63007	0.804	0.95657	0.52865	0.75413
C19orf40	10	-0.061828	-0.43837	0.741	0.97154	0.66112	0.92096	-0.4204	-2.979	0.034	0.27869	0.0028916	0.036602
C19orf43	10	-0.14158	-1.1663	0.407	0.91256	0.24349	0.69688	-0.1969	-1.6224	0.316	0.68913	0.10471	0.33724
C19orf44	10	0.04235	0.33084	0.711	0.97154	0.74076	0.93413	0.098945	0.77348	0.461	0.8045	0.43924	0.695
C19orf45	10	-0.27731	-3.1192	0.096	0.55491	0.0018133	0.064538	-0.052865	-0.59476	0.841	0.95716	0.55201	0.76561
C19orf47	10	-0.099754	-0.70419	0.564	0.96422	0.48132	0.86103	0.066819	0.47197	0.575	0.84934	0.63695	0.81385
C19orf48	10	0.071536	0.50522	0.566	0.96422	0.6134	0.90762	0.12801	0.90424	0.326	0.69658	0.36587	0.63602
C19orf52	10	-0.29887	-1.7597	0.079	0.54902	0.078463	0.46155	-0.55326	-3.2567	0.004	0.068966	0.0011271	0.017611
C19orf53	10	-0.10912	-0.76087	0.524	0.95446	0.44673	0.82932	-0.28574	-1.9916	0.144	0.5035	0.04641	0.238
C19orf54	10	-0.32475	-1.9345	0.061	0.50769	0.053048	0.41276	-0.3434	-2.0465	0.083	0.43005	0.040708	0.21769
C19orf55	10	0.0343	0.28467	0.755	0.97382	0.7759	0.93689	0.12287	1.0199	0.346	0.70741	0.30777	0.5829
C19orf57	10	0.11951	1.008	0.346	0.8652	0.31348	0.7578	0.14538	1.2273	0.277	0.66746	0.21971	0.49267
C19orf59	10	-0.25964	-1.9977	0.126	0.64286	0.045744	0.39098	-0.1893	-1.4575	0.331	0.69831	0.14497	0.39609
C19orf60	10	-0.31774	-2.9972	0.066	0.50769	0.0027246	0.087891	-0.079307	-0.74956	0.715	0.90851	0.45352	0.70642
C19orf66	10	-0.22405	-1.8767	0.181	0.724	0.060562	0.42872	-0.096274	-0.807	0.651	0.8898	0.41966	0.68022
C19orf67	10	0.16275	1.0405	0.212	0.76042	0.2981	0.74339	0.27488	1.7611	0.062	0.37576	0.078227	0.29631
C19orf70	10	-0.43126	-2.8335	0.017	0.27869	0.0046036	0.11804	-0.9038	-5.9227	0	0	3.1679e-09	5.2798e-07
C19orf71	10	-0.14693	-1.2295	0.379	0.88167	0.21889	0.68454	-0.2214	-1.8527	0.253	0.64377	0.06393	0.27308
C19orf77	10	-0.055	-0.52717	0.777	0.97382	0.59807	0.90515	-0.020875	-0.20016	0.994	0.994	0.84136	0.92763
C19orf80	10	-0.10741	-0.84796	0.532	0.95699	0.39646	0.80503	-0.10412	-0.82207	0.61	0.87268	0.41104	0.67683
C19orf81	10	0.11488	1.0825	0.366	0.86936	0.27901	0.73423	0.2058	1.9395	0.13	0.49808	0.052443	0.24621
C1QBP	10	-0.021709	-0.081866	0.947	0.98861	0.93475	0.98707	-0.48902	-1.8333	0.015	0.16842	0.06676	0.27933
C1orf100	10	-0.12937	-0.93593	0.448	0.93725	0.34931	0.77975	0.11133	0.80565	0.406	0.76894	0.42045	0.68022
C1orf101	10	0.11083	0.83866	0.39	0.88838	0.40166	0.80503	0.075972	0.57494	0.538	0.83282	0.56533	0.77232
C1orf105	10	-0.070287	-0.4663	0.709	0.97154	0.641	0.91164	0.095761	0.63553	0.474	0.8075	0.52508	0.75371
C1orf106	10	-0.099007	-0.76069	0.567	0.96429	0.44684	0.82932	-0.19919	-1.5304	0.309	0.6882	0.12591	0.37817
C1orf109	10	-1.7999	-6.7186	0	0	1.8353e-11	1.8353e-08	-2.0015	-7.4547	0	0	9.0078e-14	4.5039e-11
C1orf111	10	-0.14301	-1.313	0.397	0.89616	0.18917	0.65248	0.29831	2.7396	0.046	0.33094	0.0061523	0.065619
C1orf112	10	-0.067363	-0.46339	0.72	0.97154	0.64309	0.91164	-0.17784	-1.2233	0.368	0.72441	0.22121	0.49268
C1orf115	10	-0.15679	-1.4131	0.35	0.8652	0.15761	0.59703	0.11014	0.99302	0.411	0.76952	0.3207	0.59623
C1orf116	10	0.25777	1.5348	0.048	0.43243	0.12483	0.54677	0.33976	2.0256	0.025	0.23585	0.042802	0.22293
C1orf122	10	0.13748	0.83582	0.277	0.80508	0.40326	0.80503	0.33488	2.0376	0.027	0.24771	0.041586	0.22003
C1orf123	10	-0.27868	-2.1557	0.095	0.55491	0.031109	0.33529	-0.069777	-0.54105	0.767	0.94492	0.58847	0.79029
C1orf127	10	-0.36321	-2.3841	0.038	0.39583	0.017122	0.26269	-0.4764	-3.127	0.018	0.18557	0.0017662	0.024194
C1orf131	10	-0.016081	-0.11935	0.985	0.99596	0.905	0.97669	-0.015484	-0.11496	0.979	0.98889	0.90848	0.97129
C1orf141	10	-0.038148	-0.3336	0.864	0.98067	0.73869	0.93269	0.16055	1.4044	0.227	0.61685	0.16021	0.41613
C1orf158	10	0.15484	1.17	0.228	0.77816	0.242	0.6954	-0.1168	-0.88249	0.559	0.83934	0.37751	0.64423
C1orf159	10	0.23811	1.891	0.065	0.50769	0.058621	0.42872	0.18161	1.4423	0.181	0.56562	0.14921	0.40491
C1orf162	10	-0.12535	-0.87118	0.461	0.93725	0.38366	0.80503	0.070928	0.49339	0.558	0.83934	0.62173	0.80437
C1orf168	10	0.018608	0.19099	0.844	0.97917	0.84853	0.95555	0.11546	1.1854	0.385	0.74324	0.23585	0.50827
C1orf172	10	0.091708	0.8369	0.475	0.93725	0.40265	0.80503	-0.039311	-0.35873	0.9	0.96983	0.71979	0.85894
C1orf173	10	-0.0086283	-0.085083	0.975	0.99596	0.9322	0.98541	-0.034343	-0.33875	0.92	0.97252	0.7348	0.86651
C1orf174	10	0.23255	2.0225	0.074	0.52857	0.04313	0.37504	0.20388	1.7733	0.139	0.50175	0.076176	0.29288
C1orf177	10	-0.26211	-2.4228	0.121	0.63542	0.0154	0.25612	-0.20638	-1.9088	0.292	0.67749	0.056289	0.25755
C1orf185	10	-0.054985	-0.3644	0.777	0.97382	0.71556	0.92151	0.15394	1.0215	0.248	0.64083	0.30701	0.5829
C1orf186	10	0.017999	0.13539	0.846	0.97917	0.8923	0.97331	-0.17239	-1.2961	0.384	0.74275	0.19495	0.46373
C1orf189	10	0.15101	0.84184	0.239	0.78176	0.39988	0.80503	-0.21032	-1.1693	0.281	0.66746	0.24229	0.51539
C1orf192	10	-0.044331	-0.36644	0.832	0.97655	0.71404	0.92151	-0.081069	-0.67014	0.705	0.90166	0.50277	0.74425
C1orf198	10	-0.046131	-0.42992	0.818	0.97655	0.66725	0.92151	0.18031	1.6813	0.183	0.56832	0.092705	0.31653
C1orf210	10	-0.065451	-0.78368	0.725	0.97154	0.43323	0.82049	0.03205	0.38382	0.73	0.92288	0.70111	0.84573
C1orf216	10	0.052539	0.54728	0.659	0.9662	0.58419	0.89599	0.048808	0.50849	0.651	0.8898	0.61111	0.80021
C1orf21	10	-0.072409	-0.72409	0.694	0.96801	0.46901	0.85287	0.0096536	0.096551	0.841	0.95716	0.92308	0.97603
C1orf226	10	-0.047198	-0.35132	0.811	0.97655	0.72535	0.9258	0.18958	1.4118	0.167	0.54397	0.15802	0.41613
C1orf227	10	0.044629	0.4138	0.696	0.96801	0.67902	0.92151	0.18539	1.7193	0.18	0.56562	0.085551	0.30554
C1orf228	10	0.11574	0.91124	0.363	0.86905	0.36217	0.79076	0.20516	1.6154	0.132	0.50175	0.10623	0.33724
C1orf233	10	-0.39481	-3.9617	0.026	0.34568	7.4419e-05	0.018605	-0.10009	-1.005	0.625	0.87921	0.31489	0.59182
C1orf27	10	0.048275	0.27963	0.677	0.9662	0.77976	0.93689	-0.31527	-1.8216	0.111	0.4856	0.068511	0.27964
C1orf35	10	-0.065944	-0.51019	0.725	0.97154	0.60992	0.90762	-0.09927	-0.76859	0.629	0.88022	0.44213	0.69847
C1orf43	10	-0.16849	-1.0417	0.317	0.83421	0.29755	0.74339	-0.011985	-0.074215	0.963	0.98567	0.94084	0.98311
C1orf50	10	0.12466	0.88284	0.322	0.83854	0.37732	0.80458	0.26113	1.851	0.074	0.41436	0.064173	0.27308
C1orf51	10	-0.11504	-0.86207	0.496	0.94656	0.38865	0.80503	-0.12838	-0.96213	0.518	0.81947	0.33598	0.61199
C1orf52	10	0.13723	0.81644	0.278	0.80508	0.41425	0.80503	-0.04678	-0.2782	0.86	0.95982	0.78086	0.88835
C1orf53	10	0.0954	1.1037	0.465	0.93725	0.26971	0.72436	0.053301	0.6167	0.632	0.88022	0.53743	0.75694
C1orf54	10	0.039688	0.3144	0.727	0.97154	0.75322	0.93427	-0.12175	-0.96437	0.54	0.83462	0.33486	0.61106
C1orf56	10	-0.015212	-0.10524	0.989	0.99597	0.91618	0.97987	-0.0706	-0.48852	0.761	0.94417	0.62518	0.80741
C1orf61	10	-0.054238	-0.23011	0.781	0.97382	0.81801	0.95298	-0.26228	-1.1115	0.17	0.55016	0.26634	0.54045
C1orf63	10	0.02679	0.21188	0.791	0.97655	0.8322	0.95503	0.17388	1.3779	0.2	0.59347	0.16823	0.42807
C1orf64	10	0.13511	0.97561	0.285	0.80508	0.32926	0.77109	0.30208	2.1862	0.045	0.33094	0.028802	0.18582
C1orf74	10	0.061629	0.49764	0.613	0.9662	0.61874	0.90762	0.0085857	0.069332	0.846	0.95716	0.94473	0.98409
C1orf85	10	0.0097294	0.11178	0.892	0.98067	0.911	0.97806	0.0076441	0.087827	0.849	0.95716	0.93001	0.97896
C1orf86	10	-0.032658	-0.27641	0.894	0.98067	0.78223	0.93689	-0.20007	-1.6925	0.308	0.6875	0.090552	0.31613
C1orf87	10	0.13892	1.2883	0.273	0.80508	0.19766	0.66328	0.0034508	0.032	0.873	0.96397	0.97447	0.99374
C1orf94	10	0.030043	0.21742	0.776	0.97382	0.82788	0.95318	0.22181	1.6062	0.113	0.4856	0.10823	0.3414
C1orf95	10	-0.22039	-1.6169	0.187	0.73622	0.10589	0.4984	0.18388	1.3501	0.18	0.56562	0.17698	0.44691
C20orf111	10	-0.06525	-0.45188	0.726	0.97154	0.65136	0.91164	-0.27317	-1.8907	0.159	0.5298	0.058659	0.26187
C20orf112	10	-0.31824	-2.41	0.065	0.50769	0.015954	0.25733	-0.27346	-2.0715	0.159	0.5298	0.038315	0.20787
C20orf194	10	-0.23864	-1.8545	0.159	0.6913	0.063665	0.42872	-0.1733	-1.3476	0.381	0.74125	0.1778	0.44785
C20orf195	10	0.012339	0.12757	0.883	0.98067	0.89849	0.97662	0.12822	1.326	0.325	0.69658	0.18483	0.451
C20orf196	10	0.15782	1.2707	0.22	0.76125	0.20383	0.6681	-0.023361	-0.18806	0.978	0.98889	0.85083	0.93498
C20orf197	10	-0.070443	-0.78937	0.708	0.97154	0.4299	0.8203	0.085126	0.95454	0.516	0.81947	0.33981	0.61783
C20orf201	10	-0.103	-0.84862	0.552	0.96167	0.39609	0.80503	0.039631	0.32724	0.692	0.90039	0.74348	0.86923
C20orf24	10	-0.11703	-1.0718	0.488	0.94574	0.28379	0.73711	-0.49563	-4.536	0.011	0.1358	5.7335e-06	0.00021235
C20orf27	10	0.19338	0.81585	0.141	0.65919	0.41459	0.80503	0.27452	1.16	0.062	0.37576	0.24605	0.52019
C20orf78	10	0.19265	1.1848	0.142	0.65919	0.23611	0.6924	0.12125	0.7458	0.352	0.70741	0.45579	0.70819
C20orf85	10	0.13257	1.2017	0.294	0.81215	0.22949	0.68744	0.18532	1.6799	0.18	0.56562	0.092967	0.31653
C20orf96	10	0.14616	1.0626	0.247	0.78413	0.28795	0.74214	0.092416	0.67197	0.492	0.81864	0.5016	0.74425
C21orf2	10	-0.21094	-1.2191	0.214	0.76042	0.22279	0.68454	-0.39607	-2.2888	0.051	0.34667	0.02209	0.15548
C21orf33	10	0.22735	1.3947	0.083	0.54902	0.1631	0.61315	0.11043	0.67744	0.409	0.76952	0.49813	0.74425
C21orf58	10	-0.26237	-1.3867	0.121	0.63542	0.16553	0.61528	-0.098661	-0.52292	0.632	0.88022	0.60103	0.79583
C21orf59	10	-0.74813	-3.1703	0	0	0.0015229	0.058731	-1.4419	-6.0927	0	0	1.1101e-09	2.2201e-07
C21orf91	10	-0.19622	-2.0675	0.252	0.79245	0.038691	0.36747	-0.0033144	-0.034941	0.913	0.97231	0.97213	0.99374
C22orf15	10	0.12712	1.0749	0.314	0.83069	0.2824	0.73578	0.19929	1.6854	0.143	0.50175	0.091914	0.31653
C22orf23	10	-0.012424	-0.11827	0.997	0.999	0.90585	0.97669	0.25859	2.462	0.077	0.41848	0.013815	0.11324
C22orf26	10	0.046719	0.34079	0.684	0.9662	0.73326	0.92936	-0.19609	-1.4298	0.317	0.68913	0.15278	0.40849
C22orf28	10	-0.18312	-1.1723	0.283	0.80508	0.24109	0.6954	-0.43239	-2.7675	0.03	0.26316	0.0056485	0.061397
C22orf29	10	-0.04619	-0.41768	0.816	0.97655	0.67618	0.92151	0.17463	1.5794	0.199	0.59347	0.11424	0.3515
C22orf31	10	0.050386	0.42684	0.669	0.9662	0.6695	0.92151	0.092913	0.78744	0.489	0.81773	0.43103	0.688
C22orf39	10	-0.31947	-2.906	0.064	0.50769	0.003661	0.1046	-0.14724	-1.3413	0.458	0.8021	0.17983	0.44851
C22orf43	10	-0.039713	-0.38368	0.855	0.97945	0.70122	0.92151	-0.038915	-0.37601	0.901	0.96986	0.70691	0.8517
C22orf46	10	-0.28558	-2.2303	0.092	0.5503	0.025728	0.31677	-0.16156	-1.2634	0.421	0.77007	0.20643	0.47919
C2CD2	10	-0.014378	-0.093519	0.992	0.99799	0.92549	0.98293	0.0021621	0.014068	0.882	0.96397	0.98878	0.99374
C2CD4B	10	-0.16612	-1.2059	0.326	0.84456	0.22784	0.68627	0.079938	0.58084	0.526	0.82316	0.56135	0.77005
C2orf15	10	0.082205	0.69784	0.514	0.95185	0.48528	0.86138	0.03166	0.26878	0.732	0.92424	0.7881	0.89253
C2orf40	10	0.22488	1.2897	0.084	0.54902	0.19717	0.66328	0.24625	1.4136	0.091	0.45455	0.15748	0.41613
C2orf42	10	-0.026173	-0.18602	0.918	0.98397	0.85243	0.95653	0.045809	0.3261	0.665	0.89037	0.74435	0.86923
C2orf43	10	0.0515	0.45818	0.664	0.9662	0.64683	0.91164	0.043832	0.39001	0.672	0.89362	0.69653	0.8432
C2orf44	10	0.0076529	0.074428	0.899	0.98067	0.94067	0.98873	0.10498	1.021	0.439	0.7847	0.30724	0.5829
C2orf47	10	0.093671	0.58187	0.467	0.93725	0.56065	0.88992	-0.093491	-0.58056	0.662	0.89037	0.56154	0.77005
C2orf48	10	0.10549	0.88756	0.416	0.92035	0.37478	0.80253	0.1049	0.88281	0.439	0.7847	0.37734	0.64423
C2orf49	10	-0.036785	-0.32031	0.874	0.98067	0.74873	0.93427	-0.30794	-2.6807	0.118	0.4856	0.0073473	0.075891
C2orf50	10	0.079172	0.71959	0.522	0.95446	0.47178	0.85396	0.12208	1.11	0.35	0.70741	0.26698	0.54045
C2orf53	10	-0.24905	-2.2951	0.143	0.65919	0.021728	0.28218	-0.181	-1.6686	0.358	0.71032	0.095193	0.31913
C2orf54	10	0.047349	0.43819	0.681	0.9662	0.66125	0.92096	0.046069	0.42641	0.665	0.89037	0.66981	0.83103
C2orf57	10	0.10323	1.1266	0.428	0.92641	0.25992	0.71406	-0.0025378	-0.027695	0.907	0.97005	0.97791	0.99374
C2orf62	10	0.055965	0.41506	0.642	0.9662	0.6781	0.92151	0.12126	0.89965	0.352	0.70741	0.36831	0.63721
C2orf68	10	-0.10529	-0.81241	0.544	0.96127	0.41656	0.80592	-0.38706	-2.9839	0.056	0.35897	0.0028464	0.036602
C2orf69	10	-0.17482	-1.0447	0.304	0.82493	0.29615	0.74339	-0.075619	-0.45263	0.735	0.92453	0.65082	0.81967
C2orf70	10	-0.20448	-1.7566	0.23	0.77966	0.078989	0.46162	-0.1466	-1.2603	0.461	0.8045	0.20758	0.47919
C2orf72	10	-0.039506	-0.31459	0.855	0.97945	0.75307	0.93427	-0.22569	-1.797	0.24	0.62992	0.072332	0.28703
C2orf73	10	0.038562	0.38931	0.735	0.97154	0.69705	0.92151	-0.02719	-0.27456	0.959	0.98359	0.78365	0.89008
C2orf74	10	-0.1604	-1.1852	0.341	0.86111	0.23593	0.6924	-0.04405	-0.32609	0.874	0.96397	0.74436	0.86923
C2orf76	10	0.044637	0.35412	0.696	0.96801	0.72325	0.92561	0.18616	1.4781	0.177	0.56562	0.13938	0.38717
C2orf78	10	0.09231	0.50711	0.472	0.93725	0.61208	0.90762	-0.067608	-0.37115	0.776	0.94519	0.71053	0.854
C2orf80	10	-0.075983	-0.67833	0.673	0.9662	0.49756	0.86232	-0.0077762	-0.069436	0.945	0.98131	0.94464	0.98409
C2orf81	10	-0.15252	-1.1513	0.361	0.86905	0.2496	0.70113	-0.23979	-1.8101	0.223	0.6158	0.070287	0.28373
C2orf82	10	-0.0098952	-0.096562	0.985	0.99596	0.92307	0.98293	0.0076084	0.074257	0.849	0.95716	0.94081	0.98311
C2orf88	10	0.14024	1.0959	0.267	0.7994	0.27314	0.7245	0.05911	0.4619	0.607	0.87088	0.64415	0.81642
C3orf17	10	-1.033	-3.5768	0	0	0.00034777	0.031615	-1.2812	-4.4245	0	0	9.6683e-06	0.00033339
C3orf18	10	0.062197	0.71607	0.613	0.9662	0.47395	0.85396	0.044124	0.50808	0.671	0.89348	0.61139	0.80021
C3orf20	10	0.0042638	0.036751	0.913	0.98067	0.97068	0.99451	0.15033	1.2964	0.256	0.64484	0.19483	0.46373
C3orf22	10	-0.15362	-1.4481	0.358	0.86905	0.1476	0.5813	-0.084224	-0.79413	0.694	0.90039	0.42712	0.68558
C3orf30	10	-0.046647	-0.4833	0.814	0.97655	0.62888	0.91164	-0.10589	-1.0974	0.605	0.87088	0.27247	0.54824
C3orf33	10	-0.11215	-0.82699	0.509	0.95185	0.40824	0.80503	0.081819	0.60391	0.521	0.81947	0.5459	0.76137
C3orf37	10	0.046348	0.38326	0.686	0.9662	0.70153	0.92151	-0.46784	-3.8647	0.019	0.19388	0.00011124	0.0026487
C3orf38	10	0.0491	0.34329	0.673	0.9662	0.73138	0.92932	-0.021742	-0.15203	0.989	0.994	0.87916	0.9583
C3orf52	10	0.15218	1.1452	0.236	0.78176	0.25214	0.70234	-0.0028848	-0.021703	0.909	0.97115	0.98269	0.99374
C3orf55	10	0.097984	1.041	0.453	0.93725	0.29787	0.74339	0.26531	2.8195	0.071	0.40805	0.0048095	0.054444
C3orf58	10	0.0076436	0.068977	0.899	0.98067	0.94501	0.98873	-0.15588	-1.4063	0.438	0.7847	0.15965	0.41613
C3orf62	10	-0.12101	-0.69783	0.474	0.93725	0.48528	0.86138	-0.075788	-0.43801	0.735	0.92453	0.66138	0.82524
C3orf67	10	0.034458	0.26204	0.755	0.97382	0.79329	0.94062	0.15138	1.152	0.253	0.64377	0.24932	0.52488
C3orf70	10	0.1308	1.292	0.303	0.82493	0.19635	0.66328	-0.27114	-2.6766	0.16	0.5298	0.0074373	0.075891
C3orf72	10	0.087088	0.75948	0.49	0.94595	0.44757	0.82932	0.039832	0.34741	0.691	0.90039	0.72828	0.86085
C3orf80	10	0.040755	0.18672	0.72	0.97154	0.85188	0.95653	0.027508	0.12611	0.767	0.94492	0.89965	0.96736
C4orf17	10	0.14433	0.84504	0.257	0.79448	0.39809	0.80503	0.21362	1.2514	0.121	0.48594	0.21079	0.48347
C4orf19	10	-0.038036	-0.19802	0.865	0.98067	0.84303	0.95525	0.083936	0.43779	0.517	0.81947	0.66154	0.82524
C4orf21	10	0.20484	1.4437	0.121	0.63542	0.14881	0.5813	-0.18307	-1.2899	0.35	0.70741	0.19709	0.46528
C4orf22	10	0.033269	0.11639	0.76	0.97382	0.90734	0.97669	-0.10066	-0.35202	0.623	0.87921	0.72483	0.86084
C4orf27	10	0.1212	1.0591	0.336	0.86076	0.28956	0.74245	-0.015613	-0.13642	0.979	0.98889	0.89149	0.96294
C4orf29	10	-0.093587	-0.65585	0.588	0.9662	0.51192	0.87152	0.069529	0.48746	0.562	0.84006	0.62593	0.80741
C4orf32	10	0.15102	1.0701	0.239	0.78176	0.28458	0.73725	0.13703	0.97105	0.299	0.68539	0.33152	0.60718
C4orf33	10	0.18836	1.2917	0.147	0.65919	0.19646	0.66328	0.084835	0.58177	0.516	0.81947	0.56072	0.77005
C4orf36	10	-0.28819	-2.2719	0.09	0.5503	0.023096	0.29568	-0.12951	-1.0218	0.513	0.81947	0.30688	0.5829
C4orf3	10	-0.12654	-1.0535	0.456	0.93725	0.29209	0.74339	-0.31636	-2.6338	0.11	0.4856	0.0084446	0.081986
